theta_deg,F1,FC_E,FC_H,F_E,F_H
43.10361,0.865060,0.127957,0.002014,0.110690,0.001743
43.10934,0.865025,0.127948,0.001979,0.110678,0.001712
43.11507,0.864991,0.127939,0.001943,0.110667,0.001681
43.12080,0.864957,0.127931,0.001908,0.110655,0.001650
43.12653,0.864923,0.127922,0.001872,0.110643,0.001619
43.13226,0.864889,0.127913,0.001837,0.110630,0.001588
43.13799,0.864855,0.127904,0.001801,0.110618,0.001558
43.14372,0.864820,0.127895,0.001766,0.110606,0.001527
43.14945,0.864786,0.127885,0.001730,0.110594,0.001496
43.15518,0.864752,0.127876,0.001695,0.110581,0.001465
43.16091,0.864718,0.127867,0.001659,0.110569,0.001435
43.16664,0.864684,0.127857,0.001624,0.110556,0.001404
43.17237,0.864649,0.127848,0.001588,0.110543,0.001373
43.17810,0.864615,0.127838,0.001553,0.110531,0.001343
43.18383,0.864581,0.127828,0.001518,0.110518,0.001312
43.18956,0.864547,0.127819,0.001482,0.110505,0.001282
43.19529,0.864512,0.127809,0.001447,0.110492,0.001251
43.20102,0.864478,0.127799,0.001412,0.110479,0.001220
43.20675,0.864444,0.127789,0.001376,0.110466,0.001190
43.21248,0.864410,0.127778,0.001341,0.110453,0.001159
43.21821,0.864376,0.127768,0.001306,0.110440,0.001129
43.22394,0.864341,0.127758,0.001271,0.110426,0.001098
43.22967,0.864307,0.127747,0.001235,0.110413,0.001068
43.23540,0.864273,0.127737,0.001200,0.110400,0.001037
43.24112,0.864239,0.127726,0.001165,0.110386,0.001007
43.24685,0.864204,0.127716,0.001130,0.110372,0.000976
43.25258,0.864170,0.127705,0.001095,0.110359,0.000946
43.25831,0.864136,0.127694,0.001060,0.110345,0.000916
43.26404,0.864102,0.127683,0.001024,0.110331,0.000885
43.26977,0.864067,0.127672,0.000989,0.110317,0.000855
43.27550,0.864033,0.127661,0.000954,0.110303,0.000825
43.28123,0.863999,0.127650,0.000919,0.110289,0.000794
43.28696,0.863964,0.127639,0.000884,0.110275,0.000764
43.29269,0.863930,0.127627,0.000849,0.110261,0.000734
43.29842,0.863896,0.127616,0.000814,0.110247,0.000703
43.30415,0.863862,0.127604,0.000779,0.110232,0.000673
43.30988,0.863827,0.127593,0.000744,0.110218,0.000643
43.31561,0.863793,0.127581,0.000709,0.110204,0.000613
43.32134,0.863759,0.127569,0.000674,0.110189,0.000582
43.32707,0.863724,0.127557,0.000639,0.110174,0.000552
43.33280,0.863690,0.127545,0.000605,0.110160,0.000522
43.33853,0.863656,0.127533,0.000570,0.110145,0.000492
43.34426,0.863621,0.127521,0.000535,0.110130,0.000462
43.34999,0.863587,0.127509,0.000500,0.110115,0.000432
43.35572,0.863553,0.127497,0.000465,0.110100,0.000402
43.36145,0.863518,0.127484,0.000430,0.110085,0.000372
43.36718,0.863484,0.127472,0.000396,0.110070,0.000342
43.37291,0.863450,0.127459,0.000361,0.110055,0.000311
43.37863,0.863415,0.127447,0.000326,0.110040,0.000281
43.38436,0.863381,0.127434,0.000291,0.110024,0.000251
43.39009,0.863347,0.127421,0.000257,0.110009,0.000222
43.39582,0.863312,0.127408,0.000222,0.109993,0.000192
43.40155,0.863278,0.127395,0.000187,0.109978,0.000162
43.40728,0.863244,0.127382,0.000153,0.109962,0.000132
43.41301,0.863209,0.127369,0.000118,0.109946,0.000102
43.41874,0.863175,0.127356,0.000083,0.109931,0.000072
43.42447,0.863141,0.127343,0.000049,0.109915,0.000042
43.43020,0.863106,0.127329,0.000014,0.109899,0.000012
43.43593,0.863072,0.127316,0.000020,0.109883,0.000018
43.44166,0.863037,0.127302,0.000055,0.109867,0.000047
43.44739,0.863003,0.127289,0.000090,0.109851,0.000077
43.45312,0.862969,0.127275,0.000124,0.109834,0.000107
43.45885,0.862934,0.127261,0.000159,0.109818,0.000137
43.46458,0.862900,0.127247,0.000193,0.109802,0.000167
43.47031,0.862865,0.127233,0.000227,0.109785,0.000196
43.47604,0.862831,0.127219,0.000262,0.109769,0.000226
43.48177,0.862797,0.127205,0.000296,0.109752,0.000256
43.48750,0.862762,0.127191,0.000331,0.109736,0.000285
43.49323,0.862728,0.127177,0.000365,0.109719,0.000315
43.49896,0.862693,0.127162,0.000399,0.109702,0.000345
43.50469,0.862659,0.127148,0.000434,0.109685,0.000374
43.51041,0.862625,0.127133,0.000468,0.109668,0.000404
43.51614,0.862590,0.127119,0.000502,0.109651,0.000433
43.52187,0.862556,0.127104,0.000537,0.109634,0.000463
43.52760,0.862521,0.127089,0.000571,0.109617,0.000492
43.53333,0.862487,0.127074,0.000605,0.109600,0.000522
43.53906,0.862452,0.127060,0.000639,0.109583,0.000552
43.54479,0.862418,0.127044,0.000674,0.109565,0.000581
43.55052,0.862384,0.127029,0.000708,0.109548,0.000610
43.55625,0.862349,0.127014,0.000742,0.109531,0.000640
43.56198,0.862315,0.126999,0.000776,0.109513,0.000669
43.56771,0.862280,0.126984,0.000810,0.109495,0.000699
43.57344,0.862246,0.126968,0.000844,0.109478,0.000728
43.57917,0.862211,0.126953,0.000879,0.109460,0.000757
43.58490,0.862177,0.126937,0.000913,0.109442,0.000787
43.59063,0.862142,0.126921,0.000947,0.109424,0.000816
43.59636,0.862108,0.126905,0.000981,0.109406,0.000845
43.60209,0.862073,0.126890,0.001015,0.109388,0.000875
43.60782,0.862039,0.126874,0.001049,0.109370,0.000904
43.61355,0.862004,0.126858,0.001083,0.109352,0.000933
43.61928,0.861970,0.126842,0.001117,0.109334,0.000963
43.62501,0.861935,0.126825,0.001151,0.109315,0.000992
43.63074,0.861901,0.126809,0.001185,0.109297,0.001021
43.63647,0.861866,0.126793,0.001218,0.109278,0.001050
43.64220,0.861832,0.126776,0.001252,0.109260,0.001079
43.64792,0.861797,0.126760,0.001286,0.109241,0.001108
43.65365,0.861763,0.126743,0.001320,0.109223,0.001138
43.65938,0.861728,0.126727,0.001354,0.109204,0.001167
43.66511,0.861694,0.126710,0.001388,0.109185,0.001196
43.67084,0.861659,0.126693,0.001422,0.109166,0.001225
43.67657,0.861625,0.126676,0.001455,0.109147,0.001254
43.68230,0.861590,0.126659,0.001489,0.109128,0.001283
43.68803,0.861556,0.126642,0.001523,0.109109,0.001312
43.69376,0.861521,0.126625,0.001557,0.109090,0.001341
43.69949,0.861487,0.126608,0.001590,0.109071,0.001370
43.70522,0.861452,0.126590,0.001624,0.109051,0.001399
43.71095,0.861418,0.126573,0.001658,0.109032,0.001428
43.71668,0.861383,0.126555,0.001691,0.109013,0.001457
43.72241,0.861348,0.126538,0.001725,0.108993,0.001486
43.72814,0.861314,0.126520,0.001758,0.108974,0.001515
43.73387,0.861279,0.126502,0.001792,0.108954,0.001543
43.73960,0.861245,0.126485,0.001826,0.108934,0.001572
43.74533,0.861210,0.126467,0.001859,0.108914,0.001601
43.75106,0.861176,0.126449,0.001893,0.108895,0.001630
43.75679,0.861141,0.126431,0.001926,0.108875,0.001659
43.76252,0.861106,0.126413,0.001960,0.108855,0.001688
43.76825,0.861072,0.126394,0.001993,0.108835,0.001716
43.77398,0.861037,0.126376,0.002027,0.108814,0.001745
43.77971,0.861003,0.126358,0.002060,0.108794,0.001774
43.78543,0.860968,0.126339,0.002093,0.108774,0.001802
43.79116,0.860933,0.126321,0.002127,0.108754,0.001831
43.79689,0.860899,0.126302,0.002160,0.108733,0.001860
43.80262,0.860864,0.126283,0.002194,0.108713,0.001888
43.80835,0.860830,0.126265,0.002227,0.108692,0.001917
43.81408,0.860795,0.126246,0.002260,0.108672,0.001946
43.81981,0.860760,0.126227,0.002294,0.108651,0.001974
43.82554,0.860726,0.126208,0.002327,0.108630,0.002003
43.83127,0.860691,0.126189,0.002360,0.108609,0.002031
43.83700,0.860657,0.126170,0.002393,0.108589,0.002060
43.84273,0.860622,0.126150,0.002427,0.108568,0.002088
43.84846,0.860587,0.126131,0.002460,0.108547,0.002117
43.85419,0.860553,0.126112,0.002493,0.108526,0.002145
43.85992,0.860518,0.126092,0.002526,0.108504,0.002174
43.86565,0.860483,0.126072,0.002559,0.108483,0.002202
43.87138,0.860449,0.126053,0.002592,0.108462,0.002231
43.87711,0.860414,0.126033,0.002626,0.108441,0.002259
43.88284,0.860379,0.126013,0.002659,0.108419,0.002287
43.88857,0.860345,0.125993,0.002692,0.108398,0.002316
43.89430,0.860310,0.125973,0.002725,0.108376,0.002344
43.90003,0.860275,0.125953,0.002758,0.108355,0.002372
43.90576,0.860241,0.125933,0.002791,0.108333,0.002401
43.91149,0.860206,0.125913,0.002824,0.108311,0.002429
43.91721,0.860171,0.125893,0.002857,0.108289,0.002457
43.92294,0.860137,0.125872,0.002890,0.108267,0.002486
43.92867,0.860102,0.125852,0.002923,0.108245,0.002514
43.93440,0.860067,0.125831,0.002956,0.108223,0.002542
43.94013,0.860033,0.125811,0.002988,0.108201,0.002570
43.94586,0.859998,0.125790,0.003021,0.108179,0.002598
43.95159,0.859963,0.125769,0.003054,0.108157,0.002626
43.95732,0.859929,0.125748,0.003087,0.108135,0.002655
43.96305,0.859894,0.125728,0.003120,0.108112,0.002683
43.96878,0.859859,0.125707,0.003153,0.108090,0.002711
43.97451,0.859824,0.125685,0.003185,0.108067,0.002739
43.98024,0.859790,0.125664,0.003218,0.108045,0.002767
43.98597,0.859755,0.125643,0.003251,0.108022,0.002795
43.99170,0.859720,0.125622,0.003284,0.108000,0.002823
43.99743,0.859685,0.125600,0.003316,0.107977,0.002851
44.00316,0.859651,0.125579,0.003349,0.107954,0.002879
44.00889,0.859616,0.125557,0.003382,0.107931,0.002907
44.01462,0.859581,0.125536,0.003414,0.107908,0.002935
44.02035,0.859547,0.125514,0.003447,0.107885,0.002963
44.02608,0.859512,0.125492,0.003479,0.107862,0.002991
44.03181,0.859477,0.125470,0.003512,0.107839,0.003019
44.03754,0.859442,0.125448,0.003545,0.107816,0.003046
44.04327,0.859408,0.125426,0.003577,0.107792,0.003074
44.04900,0.859373,0.125404,0.003610,0.107769,0.003102
44.05472,0.859338,0.125382,0.003642,0.107746,0.003130
44.06045,0.859303,0.125360,0.003675,0.107722,0.003158
44.06618,0.859268,0.125338,0.003707,0.107699,0.003185
44.07191,0.859234,0.125315,0.003740,0.107675,0.003213
44.07764,0.859199,0.125293,0.003772,0.107651,0.003241
44.08337,0.859164,0.125270,0.003804,0.107628,0.003269
44.08910,0.859129,0.125248,0.003837,0.107604,0.003296
44.09483,0.859095,0.125225,0.003869,0.107580,0.003324
44.10056,0.859060,0.125202,0.003901,0.107556,0.003352
44.10629,0.859025,0.125179,0.003934,0.107532,0.003379
44.11202,0.858990,0.125156,0.003966,0.107508,0.003407
44.11775,0.858955,0.125133,0.003998,0.107484,0.003434
44.12348,0.858921,0.125110,0.004031,0.107460,0.003462
44.12921,0.858886,0.125087,0.004063,0.107435,0.003490
44.13494,0.858851,0.125064,0.004095,0.107411,0.003517
44.14067,0.858816,0.125040,0.004127,0.107387,0.003545
44.14640,0.858781,0.125017,0.004160,0.107362,0.003572
44.15213,0.858746,0.124993,0.004192,0.107338,0.003600
44.15786,0.858712,0.124970,0.004224,0.107313,0.003627
44.16359,0.858677,0.124946,0.004256,0.107288,0.003655
44.16932,0.858642,0.124923,0.004288,0.107264,0.003682
44.17505,0.858607,0.124899,0.004320,0.107239,0.003709
44.18078,0.858572,0.124875,0.004352,0.107214,0.003737
44.18651,0.858537,0.124851,0.004384,0.107189,0.003764
44.19223,0.858503,0.124827,0.004416,0.107164,0.003791
44.19796,0.858468,0.124803,0.004448,0.107139,0.003819
44.20369,0.858433,0.124779,0.004480,0.107114,0.003846
44.20942,0.858398,0.124754,0.004512,0.107089,0.003873
44.21515,0.858363,0.124730,0.004544,0.107064,0.003901
44.22088,0.858328,0.124706,0.004576,0.107038,0.003928
44.22661,0.858293,0.124681,0.004608,0.107013,0.003955
44.23234,0.858258,0.124657,0.004640,0.106988,0.003982
44.23807,0.858224,0.124632,0.004672,0.106962,0.004009
44.24380,0.858189,0.124607,0.004704,0.106937,0.004037
44.24953,0.858154,0.124582,0.004736,0.106911,0.004064
44.25526,0.858119,0.124558,0.004767,0.106885,0.004091
44.26099,0.858084,0.124533,0.004799,0.106860,0.004118
44.26672,0.858049,0.124508,0.004831,0.106834,0.004145
44.27245,0.858014,0.124483,0.004863,0.106808,0.004172
44.27818,0.857979,0.124457,0.004894,0.106782,0.004199
44.28391,0.857944,0.124432,0.004926,0.106756,0.004226
44.28964,0.857910,0.124407,0.004958,0.106730,0.004253
44.29537,0.857875,0.124381,0.004989,0.106704,0.004280
44.30110,0.857840,0.124356,0.005021,0.106678,0.004307
44.30683,0.857805,0.124330,0.005053,0.106651,0.004334
44.31256,0.857770,0.124305,0.005084,0.106625,0.004361
44.31829,0.857735,0.124279,0.005116,0.106599,0.004388
44.32402,0.857700,0.124253,0.005147,0.106572,0.004415
44.32974,0.857665,0.124228,0.005179,0.106546,0.004442
44.33547,0.857630,0.124202,0.005211,0.106519,0.004469
44.34120,0.857595,0.124176,0.005242,0.106492,0.004496
44.34693,0.857560,0.124150,0.005274,0.106466,0.004522
44.35266,0.857525,0.124123,0.005305,0.106439,0.004549
44.35839,0.857490,0.124097,0.005336,0.106412,0.004576
44.36412,0.857455,0.124071,0.005368,0.106385,0.004603
44.36985,0.857420,0.124045,0.005399,0.106358,0.004629
44.37558,0.857385,0.124018,0.005431,0.106331,0.004656
44.38131,0.857350,0.123992,0.005462,0.106304,0.004683
44.38704,0.857315,0.123965,0.005493,0.106277,0.004710
44.39277,0.857280,0.123938,0.005525,0.106250,0.004736
44.39850,0.857246,0.123912,0.005556,0.106223,0.004763
44.40423,0.857211,0.123885,0.005587,0.106195,0.004790
44.40996,0.857176,0.123858,0.005619,0.106168,0.004816
44.41569,0.857141,0.123831,0.005650,0.106141,0.004843
44.42142,0.857106,0.123804,0.005681,0.106113,0.004869
44.42715,0.857071,0.123777,0.005712,0.106085,0.004896
44.43288,0.857036,0.123750,0.005743,0.106058,0.004922
44.43861,0.857001,0.123722,0.005775,0.106030,0.004949
44.44434,0.856966,0.123695,0.005806,0.106002,0.004975
44.45007,0.856931,0.123668,0.005837,0.105975,0.005002
44.45580,0.856896,0.123640,0.005868,0.105947,0.005028
44.46152,0.856860,0.123613,0.005899,0.105919,0.005055
44.46725,0.856825,0.123585,0.005930,0.105891,0.005081
44.47298,0.856790,0.123557,0.005961,0.105863,0.005107
44.47871,0.856755,0.123529,0.005992,0.105835,0.005134
44.48444,0.856720,0.123502,0.006023,0.105806,0.005160
44.49017,0.856685,0.123474,0.006054,0.105778,0.005187
44.49590,0.856650,0.123446,0.006085,0.105750,0.005213
44.50163,0.856615,0.123418,0.006116,0.105721,0.005239
44.50736,0.856580,0.123389,0.006147,0.105693,0.005265
44.51309,0.856545,0.123361,0.006178,0.105664,0.005292
44.51882,0.856510,0.123333,0.006209,0.105636,0.005318
44.52455,0.856475,0.123305,0.006240,0.105607,0.005344
44.53028,0.856440,0.123276,0.006270,0.105579,0.005370
44.53601,0.856405,0.123248,0.006301,0.105550,0.005396
44.54174,0.856370,0.123219,0.006332,0.105521,0.005423
44.54747,0.856335,0.123190,0.006363,0.105492,0.005449
44.55320,0.856300,0.123162,0.006394,0.105463,0.005475
44.55893,0.856265,0.123133,0.006424,0.105434,0.005501
44.56466,0.856230,0.123104,0.006455,0.105405,0.005527
44.57039,0.856194,0.123075,0.006486,0.105376,0.005553
44.57612,0.856159,0.123046,0.006516,0.105347,0.005579
44.58185,0.856124,0.123017,0.006547,0.105318,0.005605
44.58758,0.856089,0.122988,0.006578,0.105288,0.005631
44.59331,0.856054,0.122959,0.006608,0.105259,0.005657
44.59903,0.856019,0.122929,0.006639,0.105230,0.005683
44.60476,0.855984,0.122900,0.006670,0.105200,0.005709
44.61049,0.855949,0.122870,0.006700,0.105171,0.005735
44.61622,0.855914,0.122841,0.006731,0.105141,0.005761
44.62195,0.855878,0.122811,0.006761,0.105111,0.005787
44.62768,0.855843,0.122782,0.006792,0.105082,0.005813
44.63341,0.855808,0.122752,0.006822,0.105052,0.005838
44.63914,0.855773,0.122722,0.006853,0.105022,0.005864
44.64487,0.855738,0.122692,0.006883,0.104992,0.005890
44.65060,0.855703,0.122662,0.006913,0.104962,0.005916
44.65633,0.855668,0.122632,0.006944,0.104932,0.005942
44.66206,0.855633,0.122602,0.006974,0.104902,0.005967
44.66779,0.855597,0.122572,0.007005,0.104872,0.005993
44.67352,0.855562,0.122542,0.007035,0.104842,0.006019
44.67925,0.855527,0.122511,0.007065,0.104812,0.006044
44.68498,0.855492,0.122481,0.007095,0.104781,0.006070
44.69071,0.855457,0.122450,0.007126,0.104751,0.006096
44.69644,0.855422,0.122420,0.007156,0.104721,0.006121
44.70217,0.855386,0.122389,0.007186,0.104690,0.006147
44.70790,0.855351,0.122359,0.007216,0.104660,0.006173
44.71363,0.855316,0.122328,0.007247,0.104629,0.006198
44.71936,0.855281,0.122297,0.007277,0.104598,0.006224
44.72509,0.855246,0.122266,0.007307,0.104568,0.006249
44.73082,0.855211,0.122235,0.007337,0.104537,0.006275
44.73654,0.855175,0.122204,0.007367,0.104506,0.006300
44.74227,0.855140,0.122173,0.007397,0.104475,0.006326
44.74800,0.855105,0.122142,0.007427,0.104444,0.006351
44.75373,0.855070,0.122111,0.007457,0.104413,0.006377
44.75946,0.855035,0.122079,0.007487,0.104382,0.006402
44.76519,0.854999,0.122048,0.007517,0.104351,0.006427
44.77092,0.854964,0.122016,0.007547,0.104320,0.006453
44.77665,0.854929,0.121985,0.007577,0.104288,0.006478
44.78238,0.854894,0.121953,0.007607,0.104257,0.006503
44.78811,0.854858,0.121922,0.007637,0.104226,0.006529
44.79384,0.854823,0.121890,0.007667,0.104194,0.006554
44.79957,0.854788,0.121858,0.007697,0.104163,0.006579
44.80530,0.854753,0.121826,0.007727,0.104131,0.006604
44.81103,0.854718,0.121794,0.007757,0.104100,0.006630
44.81676,0.854682,0.121762,0.007786,0.104068,0.006655
44.82249,0.854647,0.121730,0.007816,0.104036,0.006680
44.82822,0.854612,0.121698,0.007846,0.104004,0.006705
44.83395,0.854577,0.121666,0.007876,0.103973,0.006730
44.83968,0.854541,0.121633,0.007905,0.103941,0.006756
44.84541,0.854506,0.121601,0.007935,0.103909,0.006781
44.85114,0.854471,0.121568,0.007965,0.103877,0.006806
44.85687,0.854436,0.121536,0.007995,0.103845,0.006831
44.86260,0.854400,0.121503,0.008024,0.103813,0.006856
44.86832,0.854365,0.121471,0.008054,0.103780,0.006881
44.87405,0.854330,0.121438,0.008083,0.103748,0.006906
44.87978,0.854294,0.121405,0.008113,0.103716,0.006931
44.88551,0.854259,0.121372,0.008143,0.103683,0.006956
44.89124,0.854224,0.121339,0.008172,0.103651,0.006981
44.89697,0.854189,0.121306,0.008202,0.103619,0.007006
44.90270,0.854153,0.121273,0.008231,0.103586,0.007031
44.90843,0.854118,0.121240,0.008261,0.103553,0.007056
44.91416,0.854083,0.121207,0.008290,0.103521,0.007080
44.91989,0.854047,0.121174,0.008320,0.103488,0.007105
44.92562,0.854012,0.121140,0.008349,0.103455,0.007130
44.93135,0.853977,0.121107,0.008378,0.103422,0.007155
44.93708,0.853941,0.121073,0.008408,0.103390,0.007180
44.94281,0.853906,0.121040,0.008437,0.103357,0.007204
44.94854,0.853871,0.121006,0.008466,0.103324,0.007229
44.95427,0.853835,0.120973,0.008496,0.103291,0.007254
44.96000,0.853800,0.120939,0.008525,0.103258,0.007279
44.96573,0.853765,0.120905,0.008554,0.103224,0.007303
44.97146,0.853729,0.120871,0.008584,0.103191,0.007328
44.97719,0.853694,0.120837,0.008613,0.103158,0.007353
44.98292,0.853659,0.120803,0.008642,0.103125,0.007377
44.98865,0.853623,0.120769,0.008671,0.103091,0.007402
44.99438,0.853588,0.120735,0.008700,0.103058,0.007426
45.00011,0.853553,0.120700,0.008729,0.103024,0.007451
45.00583,0.853517,0.120666,0.008759,0.102991,0.007476
45.01156,0.853482,0.120632,0.008788,0.102957,0.007500
45.01729,0.853447,0.120597,0.008817,0.102923,0.007525
45.02302,0.853411,0.120563,0.008846,0.102890,0.007549
45.02875,0.853376,0.120528,0.008875,0.102856,0.007574
45.03448,0.853341,0.120494,0.008904,0.102822,0.007598
45.04021,0.853305,0.120459,0.008933,0.102788,0.007623
45.04594,0.853270,0.120424,0.008962,0.102754,0.007647
45.05167,0.853234,0.120389,0.008991,0.102720,0.007671
45.05740,0.853199,0.120354,0.009020,0.102686,0.007696
45.06313,0.853164,0.120319,0.009049,0.102652,0.007720
45.06886,0.853128,0.120284,0.009078,0.102618,0.007744
45.07459,0.853093,0.120249,0.009106,0.102584,0.007769
45.08032,0.853057,0.120214,0.009135,0.102549,0.007793
45.08605,0.853022,0.120179,0.009164,0.102515,0.007817
45.09178,0.852987,0.120143,0.009193,0.102481,0.007842
45.09751,0.852951,0.120108,0.009222,0.102446,0.007866
45.10324,0.852916,0.120072,0.009251,0.102412,0.007890
45.10897,0.852880,0.120037,0.009279,0.102377,0.007914
45.11470,0.852845,0.120001,0.009308,0.102342,0.007938
45.12043,0.852809,0.119965,0.009337,0.102308,0.007962
45.12616,0.852774,0.119930,0.009365,0.102273,0.007987
45.13189,0.852739,0.119894,0.009394,0.102238,0.008011
45.13762,0.852703,0.119858,0.009423,0.102203,0.008035
45.14334,0.852668,0.119822,0.009451,0.102168,0.008059
45.14907,0.852632,0.119786,0.009480,0.102134,0.008083
45.15480,0.852597,0.119750,0.009509,0.102098,0.008107
45.16053,0.852561,0.119714,0.009537,0.102063,0.008131
45.16626,0.852526,0.119678,0.009566,0.102028,0.008155
45.17199,0.852490,0.119641,0.009594,0.101993,0.008179
45.17772,0.852455,0.119605,0.009623,0.101958,0.008203
45.18345,0.852420,0.119569,0.009651,0.101923,0.008227
45.18918,0.852384,0.119532,0.009680,0.101887,0.008251
45.19491,0.852349,0.119496,0.009708,0.101852,0.008275
45.20064,0.852313,0.119459,0.009736,0.101816,0.008298
45.20637,0.852278,0.119422,0.009765,0.101781,0.008322
45.21210,0.852242,0.119386,0.009793,0.101745,0.008346
45.21783,0.852207,0.119349,0.009822,0.101710,0.008370
45.22356,0.852171,0.119312,0.009850,0.101674,0.008394
45.22929,0.852136,0.119275,0.009878,0.101638,0.008418
45.23502,0.852100,0.119238,0.009906,0.101603,0.008441
45.24075,0.852065,0.119201,0.009935,0.101567,0.008465
45.24648,0.852029,0.119164,0.009963,0.101531,0.008489
45.25221,0.851994,0.119127,0.009991,0.101495,0.008512
45.25794,0.851958,0.119089,0.010019,0.101459,0.008536
45.26367,0.851923,0.119052,0.010048,0.101423,0.008560
45.26940,0.851887,0.119015,0.010076,0.101387,0.008583
45.27512,0.851852,0.118977,0.010104,0.101351,0.008607
45.28085,0.851816,0.118939,0.010132,0.101315,0.008631
45.28658,0.851781,0.118902,0.010160,0.101278,0.008654
45.29231,0.851745,0.118864,0.010188,0.101242,0.008678
45.29804,0.851709,0.118826,0.010216,0.101206,0.008701
45.30377,0.851674,0.118789,0.010244,0.101169,0.008725
45.30950,0.851638,0.118751,0.010272,0.101133,0.008748
45.31523,0.851603,0.118713,0.010300,0.101096,0.008772
45.32096,0.851567,0.118675,0.010328,0.101060,0.008795
45.32669,0.851532,0.118637,0.010356,0.101023,0.008819
45.33242,0.851496,0.118599,0.010384,0.100986,0.008842
45.33815,0.851461,0.118561,0.010412,0.100950,0.008865
45.34388,0.851425,0.118522,0.010440,0.100913,0.008889
45.34961,0.851389,0.118484,0.010468,0.100876,0.008912
45.35534,0.851354,0.118446,0.010496,0.100839,0.008935
45.36107,0.851318,0.118407,0.010523,0.100802,0.008959
45.36680,0.851283,0.118369,0.010551,0.100765,0.008982
45.37253,0.851247,0.118330,0.010579,0.100728,0.009005
45.37826,0.851212,0.118291,0.010607,0.100691,0.009029
45.38399,0.851176,0.118253,0.010634,0.100654,0.009052
45.38972,0.851140,0.118214,0.010662,0.100617,0.009075
45.39545,0.851105,0.118175,0.010690,0.100579,0.009098
45.40118,0.851069,0.118136,0.010718,0.100542,0.009121
45.40691,0.851034,0.118097,0.010745,0.100505,0.009145
45.41263,0.850998,0.118058,0.010773,0.100467,0.009168
45.41836,0.850962,0.118019,0.010800,0.100430,0.009191
45.42409,0.850927,0.117980,0.010828,0.100392,0.009214
45.42982,0.850891,0.117941,0.010856,0.100355,0.009237
45.43555,0.850856,0.117901,0.010883,0.100317,0.009260
45.44128,0.850820,0.117862,0.010911,0.100279,0.009283
45.44701,0.850784,0.117823,0.010938,0.100242,0.009306
45.45274,0.850749,0.117783,0.010966,0.100204,0.009329
45.45847,0.850713,0.117744,0.010993,0.100166,0.009352
45.46420,0.850677,0.117704,0.011021,0.100128,0.009375
45.46993,0.850642,0.117664,0.011048,0.100090,0.009398
45.47566,0.850606,0.117625,0.011075,0.100052,0.009421
45.48139,0.850570,0.117585,0.011103,0.100014,0.009444
45.48712,0.850535,0.117545,0.011130,0.099976,0.009467
45.49285,0.850499,0.117505,0.011157,0.099938,0.009489
45.49858,0.850463,0.117465,0.011185,0.099900,0.009512
45.50431,0.850428,0.117425,0.011212,0.099861,0.009535
45.51004,0.850392,0.117385,0.011239,0.099823,0.009558
45.51577,0.850356,0.117345,0.011267,0.099785,0.009581
45.52150,0.850321,0.117304,0.011294,0.099746,0.009603
45.52723,0.850285,0.117264,0.011321,0.099708,0.009626
45.53296,0.850249,0.117224,0.011348,0.099669,0.009649
45.53869,0.850214,0.117183,0.011375,0.099631,0.009671
45.54442,0.850178,0.117143,0.011402,0.099592,0.009694
45.55014,0.850142,0.117102,0.011430,0.099554,0.009717
45.55587,0.850107,0.117062,0.011457,0.099515,0.009739
45.56160,0.850071,0.117021,0.011484,0.099476,0.009762
45.56733,0.850035,0.116980,0.011511,0.099437,0.009785
45.57306,0.850000,0.116939,0.011538,0.099398,0.009807
45.57879,0.849964,0.116899,0.011565,0.099360,0.009830
45.58452,0.849928,0.116858,0.011592,0.099321,0.009852
45.59025,0.849892,0.116817,0.011619,0.099282,0.009875
45.59598,0.849857,0.116776,0.011646,0.099243,0.009897
45.60171,0.849821,0.116734,0.011673,0.099203,0.009920
45.60744,0.849785,0.116693,0.011700,0.099164,0.009942
45.61317,0.849750,0.116652,0.011726,0.099125,0.009965
45.61890,0.849714,0.116611,0.011753,0.099086,0.009987
45.62463,0.849678,0.116569,0.011780,0.099046,0.010009
45.63036,0.849642,0.116528,0.011807,0.099007,0.010032
45.63609,0.849607,0.116486,0.011834,0.098968,0.010054
45.64182,0.849571,0.116445,0.011861,0.098928,0.010076
45.64755,0.849535,0.116403,0.011887,0.098889,0.010099
45.65328,0.849499,0.116362,0.011914,0.098849,0.010121
45.65901,0.849464,0.116320,0.011941,0.098809,0.010143
45.66474,0.849428,0.116278,0.011967,0.098770,0.010165
45.67047,0.849392,0.116236,0.011994,0.098730,0.010188
45.67620,0.849356,0.116194,0.012021,0.098690,0.010210
45.68193,0.849321,0.116152,0.012047,0.098651,0.010232
45.68765,0.849285,0.116110,0.012074,0.098611,0.010254
45.69338,0.849249,0.116068,0.012101,0.098571,0.010276
45.69911,0.849213,0.116026,0.012127,0.098531,0.010299
45.70484,0.849177,0.115984,0.012154,0.098491,0.010321
45.71057,0.849142,0.115941,0.012180,0.098451,0.010343
45.71630,0.849106,0.115899,0.012207,0.098411,0.010365
45.72203,0.849070,0.115857,0.012233,0.098370,0.010387
45.72776,0.849034,0.115814,0.012260,0.098330,0.010409
45.73349,0.848998,0.115772,0.012286,0.098290,0.010431
45.73922,0.848963,0.115729,0.012312,0.098250,0.010453
45.74495,0.848927,0.115686,0.012339,0.098209,0.010475
45.75068,0.848891,0.115644,0.012365,0.098169,0.010497
45.75641,0.848855,0.115601,0.012392,0.098128,0.010519
45.76214,0.848819,0.115558,0.012418,0.098088,0.010541
