theta_deg,FH_single,FE_single,FH_double,FE_double
78.78170,0.045622,0.008876,0.020790,0.004045
78.78743,0.045769,0.008900,0.020848,0.004054
78.79316,0.045917,0.008924,0.020907,0.004063
78.79889,0.046064,0.008948,0.020965,0.004073
78.80462,0.046210,0.008972,0.021023,0.004082
78.81034,0.046357,0.008996,0.021082,0.004091
78.81607,0.046503,0.009020,0.021140,0.004100
78.82180,0.046650,0.009044,0.021197,0.004109
78.82753,0.046796,0.009067,0.021255,0.004118
78.83326,0.046942,0.009091,0.021313,0.004128
78.83899,0.047087,0.009115,0.021370,0.004137
78.84472,0.047233,0.009138,0.021428,0.004146
78.85045,0.047378,0.009162,0.021485,0.004155
78.85618,0.047524,0.009185,0.021542,0.004163
78.86191,0.047669,0.009208,0.021599,0.004172
78.86764,0.047813,0.009232,0.021656,0.004181
78.87337,0.047958,0.009255,0.021712,0.004190
78.87910,0.048103,0.009278,0.021769,0.004199
78.88483,0.048247,0.009301,0.021825,0.004207
78.89056,0.048391,0.009324,0.021881,0.004216
78.89629,0.048535,0.009347,0.021938,0.004225
78.90202,0.048679,0.009370,0.021994,0.004233
78.90775,0.048822,0.009393,0.022049,0.004242
78.91348,0.048966,0.009416,0.022105,0.004251
78.91921,0.049109,0.009438,0.022161,0.004259
78.92494,0.049252,0.009461,0.022216,0.004268
78.93067,0.049395,0.009484,0.022272,0.004276
78.93640,0.049537,0.009506,0.022327,0.004284
78.94213,0.049680,0.009529,0.022382,0.004293
78.94785,0.049822,0.009551,0.022437,0.004301
78.95358,0.049964,0.009573,0.022492,0.004309
78.95931,0.050106,0.009596,0.022546,0.004318
78.96504,0.050248,0.009618,0.022601,0.004326
78.97077,0.050389,0.009640,0.022655,0.004334
78.97650,0.050531,0.009662,0.022710,0.004342
78.98223,0.050672,0.009684,0.022764,0.004350
78.98796,0.050813,0.009706,0.022818,0.004359
78.99369,0.050954,0.009728,0.022872,0.004367
78.99942,0.051094,0.009750,0.022925,0.004375
79.00515,0.051235,0.009771,0.022979,0.004383
79.01088,0.051375,0.009793,0.023032,0.004391
79.01661,0.051515,0.009815,0.023086,0.004398
79.02234,0.051655,0.009836,0.023139,0.004406
79.02807,0.051794,0.009858,0.023192,0.004414
79.03380,0.051934,0.009879,0.023245,0.004422
79.03953,0.052073,0.009901,0.023298,0.004430
79.04526,0.052212,0.009922,0.023351,0.004437
79.05099,0.052351,0.009943,0.023403,0.004445
79.05672,0.052489,0.009964,0.023456,0.004453
79.06245,0.052628,0.009986,0.023508,0.004460
79.06818,0.052766,0.010007,0.023560,0.004468
79.07391,0.052904,0.010028,0.023612,0.004475
79.07963,0.053042,0.010049,0.023664,0.004483
79.08536,0.053180,0.010069,0.023716,0.004490
79.09109,0.053317,0.010090,0.023767,0.004498
79.09682,0.053455,0.010111,0.023819,0.004505
79.10255,0.053592,0.010132,0.023870,0.004513
79.10828,0.053729,0.010152,0.023921,0.004520
79.11401,0.053865,0.010173,0.023972,0.004527
79.11974,0.054002,0.010193,0.024023,0.004535
79.12547,0.054138,0.010214,0.024074,0.004542
79.13120,0.054274,0.010234,0.024125,0.004549
79.13693,0.054410,0.010254,0.024175,0.004556
79.14266,0.054546,0.010274,0.024226,0.004563
79.14839,0.054681,0.010295,0.024276,0.004570
79.15412,0.054816,0.010315,0.024326,0.004577
79.15985,0.054952,0.010335,0.024376,0.004584
79.16558,0.055086,0.010355,0.024426,0.004591
79.17131,0.055221,0.010375,0.024476,0.004598
79.17704,0.055356,0.010394,0.024526,0.004605
79.18277,0.055490,0.010414,0.024575,0.004612
79.18850,0.055624,0.010434,0.024624,0.004619
79.19423,0.055758,0.010454,0.024674,0.004626
79.19996,0.055892,0.010473,0.024723,0.004633
79.20569,0.056025,0.010493,0.024772,0.004639
79.21142,0.056158,0.010512,0.024820,0.004646
79.21714,0.056291,0.010531,0.024869,0.004653
79.22287,0.056424,0.010551,0.024918,0.004659
79.22860,0.056557,0.010570,0.024966,0.004666
79.23433,0.056689,0.010589,0.025014,0.004672
79.24006,0.056822,0.010608,0.025062,0.004679
79.24579,0.056954,0.010627,0.025110,0.004686
79.25152,0.057085,0.010646,0.025158,0.004692
79.25725,0.057217,0.010665,0.025206,0.004698
79.26298,0.057348,0.010684,0.025254,0.004705
79.26871,0.057480,0.010703,0.025301,0.004711
79.27444,0.057611,0.010722,0.025348,0.004717
79.28017,0.057741,0.010740,0.025396,0.004724
79.28590,0.057872,0.010759,0.025443,0.004730
79.29163,0.058002,0.010777,0.025490,0.004736
79.29736,0.058132,0.010796,0.025536,0.004742
79.30309,0.058262,0.010814,0.025583,0.004749
79.30882,0.058392,0.010833,0.025630,0.004755
79.31455,0.058522,0.010851,0.025676,0.004761
79.32028,0.058651,0.010869,0.025722,0.004767
79.32601,0.058780,0.010887,0.025768,0.004773
79.33174,0.058909,0.010905,0.025814,0.004779
79.33747,0.059037,0.010923,0.025860,0.004785
79.34320,0.059166,0.010941,0.025906,0.004791
79.34893,0.059294,0.010959,0.025951,0.004797
79.35465,0.059422,0.010977,0.025997,0.004802
79.36038,0.059550,0.010995,0.026042,0.004808
79.36611,0.059678,0.011012,0.026087,0.004814
79.37184,0.059805,0.011030,0.026132,0.004820
79.37757,0.059932,0.011048,0.026177,0.004825
79.38330,0.060059,0.011065,0.026222,0.004831
79.38903,0.060186,0.011083,0.026267,0.004837
79.39476,0.060312,0.011100,0.026311,0.004842
79.40049,0.060439,0.011117,0.026355,0.004848
79.40622,0.060565,0.011134,0.026400,0.004853
79.41195,0.060690,0.011152,0.026444,0.004859
79.41768,0.060816,0.011169,0.026488,0.004864
79.42341,0.060942,0.011186,0.026532,0.004870
79.42914,0.061067,0.011203,0.026575,0.004875
79.43487,0.061192,0.011220,0.026619,0.004881
79.44060,0.061316,0.011237,0.026662,0.004886
79.44633,0.061441,0.011253,0.026705,0.004891
79.45206,0.061565,0.011270,0.026749,0.004897
79.45779,0.061689,0.011287,0.026792,0.004902
79.46352,0.061813,0.011303,0.026834,0.004907
79.46925,0.061937,0.011320,0.026877,0.004912
79.47498,0.062060,0.011336,0.026920,0.004917
79.48071,0.062184,0.011353,0.026962,0.004922
79.48643,0.062307,0.011369,0.027005,0.004927
79.49216,0.062429,0.011385,0.027047,0.004933
79.49789,0.062552,0.011401,0.027089,0.004938
79.50362,0.062674,0.011418,0.027131,0.004943
79.50935,0.062796,0.011434,0.027173,0.004947
79.51508,0.062918,0.011450,0.027214,0.004952
79.52081,0.063040,0.011466,0.027256,0.004957
79.52654,0.063161,0.011481,0.027297,0.004962
79.53227,0.063282,0.011497,0.027338,0.004967
79.53800,0.063403,0.011513,0.027380,0.004972
79.54373,0.063524,0.011529,0.027421,0.004976
79.54946,0.063645,0.011544,0.027461,0.004981
79.55519,0.063765,0.011560,0.027502,0.004986
79.56092,0.063885,0.011575,0.027543,0.004990
79.56665,0.064005,0.011591,0.027583,0.004995
79.57238,0.064124,0.011606,0.027623,0.005000
79.57811,0.064244,0.011621,0.027664,0.005004
79.58384,0.064363,0.011637,0.027704,0.005009
79.58957,0.064482,0.011652,0.027743,0.005013
79.59530,0.064601,0.011667,0.027783,0.005018
79.60103,0.064719,0.011682,0.027823,0.005022
79.60676,0.064837,0.011697,0.027862,0.005026
79.61249,0.064955,0.011712,0.027902,0.005031
79.61822,0.065073,0.011727,0.027941,0.005035
79.62394,0.065191,0.011741,0.027980,0.005039
79.62967,0.065308,0.011756,0.028019,0.005044
79.63540,0.065425,0.011771,0.028058,0.005048
79.64113,0.065542,0.011785,0.028096,0.005052
79.64686,0.065658,0.011800,0.028135,0.005056
79.65259,0.065775,0.011814,0.028173,0.005060
79.65832,0.065891,0.011829,0.028212,0.005065
79.66405,0.066007,0.011843,0.028250,0.005069
79.66978,0.066122,0.011857,0.028288,0.005073
79.67551,0.066238,0.011871,0.028326,0.005077
79.68124,0.066353,0.011885,0.028363,0.005081
79.68697,0.066468,0.011900,0.028401,0.005085
79.69270,0.066583,0.011913,0.028439,0.005088
79.69843,0.066697,0.011927,0.028476,0.005092
79.70416,0.066812,0.011941,0.028513,0.005096
79.70989,0.066926,0.011955,0.028550,0.005100
79.71562,0.067039,0.011969,0.028587,0.005104
79.72135,0.067153,0.011982,0.028624,0.005108
79.72708,0.067266,0.011996,0.028661,0.005111
79.73281,0.067379,0.012010,0.028697,0.005115
79.73854,0.067492,0.012023,0.028733,0.005119
79.74427,0.067605,0.012036,0.028770,0.005122
79.75000,0.067717,0.012050,0.028806,0.005126
79.75573,0.067829,0.012063,0.028842,0.005129
79.76145,0.067941,0.012076,0.028878,0.005133
79.76718,0.068053,0.012089,0.028913,0.005136
79.77291,0.068164,0.012103,0.028949,0.005140
79.77864,0.068275,0.012116,0.028984,0.005143
79.78437,0.068386,0.012129,0.029020,0.005147
79.79010,0.068497,0.012141,0.029055,0.005150
79.79583,0.068608,0.012154,0.029090,0.005153
79.80156,0.068718,0.012167,0.029125,0.005157
79.80729,0.068828,0.012180,0.029160,0.005160
79.81302,0.068937,0.012192,0.029194,0.005163
79.81875,0.069047,0.012205,0.029229,0.005167
79.82448,0.069156,0.012217,0.029263,0.005170
79.83021,0.069265,0.012230,0.029297,0.005173
79.83594,0.069374,0.012242,0.029331,0.005176
79.84167,0.069482,0.012255,0.029365,0.005179
79.84740,0.069591,0.012267,0.029399,0.005182
79.85313,0.069699,0.012279,0.029433,0.005185
79.85886,0.069807,0.012291,0.029466,0.005188
79.86459,0.069914,0.012303,0.029500,0.005191
79.87032,0.070021,0.012315,0.029533,0.005194
79.87605,0.070128,0.012327,0.029566,0.005197
79.88178,0.070235,0.012339,0.029599,0.005200
79.88751,0.070342,0.012351,0.029632,0.005203
79.89323,0.070448,0.012362,0.029665,0.005206
79.89896,0.070554,0.012374,0.029698,0.005209
79.90469,0.070660,0.012386,0.029730,0.005211
79.91042,0.070766,0.012397,0.029762,0.005214
79.91615,0.070871,0.012409,0.029795,0.005217
79.92188,0.070976,0.012420,0.029827,0.005219
79.92761,0.071081,0.012431,0.029859,0.005222
79.93334,0.071185,0.012443,0.029891,0.005225
79.93907,0.071290,0.012454,0.029922,0.005227
79.94480,0.071394,0.012465,0.029954,0.005230
79.95053,0.071498,0.012476,0.029985,0.005232
79.95626,0.071601,0.012487,0.030016,0.005235
79.96199,0.071705,0.012498,0.030048,0.005237
79.96772,0.071808,0.012509,0.030079,0.005240
79.97345,0.071910,0.012520,0.030110,0.005242
79.97918,0.072013,0.012531,0.030140,0.005245
79.98491,0.072115,0.012541,0.030171,0.005247
79.99064,0.072218,0.012552,0.030201,0.005249
79.99637,0.072319,0.012563,0.030232,0.005252
80.00210,0.072421,0.012573,0.030262,0.005254
80.00783,0.072522,0.012584,0.030292,0.005256
80.01356,0.072623,0.012594,0.030322,0.005258
80.01929,0.072724,0.012604,0.030352,0.005260
80.02502,0.072825,0.012615,0.030381,0.005263
80.03074,0.072925,0.012625,0.030411,0.005265
80.03647,0.073025,0.012635,0.030440,0.005267
80.04220,0.073125,0.012645,0.030470,0.005269
80.04793,0.073225,0.012655,0.030499,0.005271
80.05366,0.073324,0.012665,0.030528,0.005273
80.05939,0.073423,0.012675,0.030557,0.005275
80.06512,0.073522,0.012685,0.030585,0.005277
80.07085,0.073620,0.012694,0.030614,0.005279
80.07658,0.073719,0.012704,0.030642,0.005281
80.08231,0.073817,0.012714,0.030671,0.005283
80.08804,0.073914,0.012723,0.030699,0.005284
80.09377,0.074012,0.012733,0.030727,0.005286
80.09950,0.074109,0.012742,0.030755,0.005288
80.10523,0.074206,0.012752,0.030783,0.005290
80.11096,0.074303,0.012761,0.030811,0.005291
80.11669,0.074399,0.012770,0.030838,0.005293
80.12242,0.074496,0.012779,0.030865,0.005295
80.12815,0.074592,0.012788,0.030893,0.005296
80.13388,0.074687,0.012797,0.030920,0.005298
80.13961,0.074783,0.012806,0.030947,0.005300
80.14534,0.074878,0.012815,0.030974,0.005301
80.15107,0.074973,0.012824,0.031001,0.005303
80.15680,0.075068,0.012833,0.031027,0.005304
80.16253,0.075162,0.012842,0.031054,0.005306
80.16825,0.075256,0.012850,0.031080,0.005307
80.17398,0.075350,0.012859,0.031106,0.005308
80.17971,0.075444,0.012868,0.031132,0.005310
80.18544,0.075537,0.012876,0.031158,0.005311
80.19117,0.075630,0.012884,0.031184,0.005313
80.19690,0.075723,0.012893,0.031210,0.005314
80.20263,0.075816,0.012901,0.031235,0.005315
80.20836,0.075908,0.012909,0.031261,0.005316
80.21409,0.076000,0.012918,0.031286,0.005318
80.21982,0.076092,0.012926,0.031311,0.005319
80.22555,0.076184,0.012934,0.031336,0.005320
80.23128,0.076275,0.012942,0.031361,0.005321
80.23701,0.076366,0.012950,0.031386,0.005322
80.24274,0.076457,0.012957,0.031411,0.005323
80.24847,0.076547,0.012965,0.031435,0.005324
80.25420,0.076638,0.012973,0.031459,0.005325
80.25993,0.076728,0.012981,0.031484,0.005326
80.26566,0.076817,0.012988,0.031508,0.005327
80.27139,0.076907,0.012996,0.031532,0.005328
80.27712,0.076996,0.013003,0.031556,0.005329
80.28285,0.077085,0.013011,0.031579,0.005330
80.28858,0.077174,0.013018,0.031603,0.005331
80.29431,0.077262,0.013025,0.031626,0.005332
80.30003,0.077350,0.013033,0.031650,0.005333
80.30576,0.077438,0.013040,0.031673,0.005333
80.31149,0.077526,0.013047,0.031696,0.005334
80.31722,0.077613,0.013054,0.031719,0.005335
80.32295,0.077700,0.013061,0.031742,0.005336
80.32868,0.077787,0.013068,0.031764,0.005336
80.33441,0.077873,0.013075,0.031787,0.005337
80.34014,0.077960,0.013082,0.031809,0.005338
80.34587,0.078046,0.013088,0.031831,0.005338
80.35160,0.078131,0.013095,0.031854,0.005339
80.35733,0.078217,0.013102,0.031876,0.005339
80.36306,0.078302,0.013108,0.031897,0.005340
80.36879,0.078387,0.013115,0.031919,0.005340
80.37452,0.078472,0.013121,0.031941,0.005341
80.38025,0.078556,0.013127,0.031962,0.005341
80.38598,0.078640,0.013134,0.031984,0.005342
80.39171,0.078724,0.013140,0.032005,0.005342
80.39744,0.078808,0.013146,0.032026,0.005342
80.40317,0.078891,0.013152,0.032047,0.005343
80.40890,0.078974,0.013158,0.032068,0.005343
80.41463,0.079057,0.013164,0.032089,0.005343
80.42036,0.079139,0.013170,0.032109,0.005344
80.42609,0.079222,0.013176,0.032130,0.005344
80.43182,0.079304,0.013182,0.032150,0.005344
80.43754,0.079385,0.013188,0.032170,0.005344
80.44327,0.079467,0.013193,0.032190,0.005344
80.44900,0.079548,0.013199,0.032210,0.005344
80.45473,0.079629,0.013205,0.032230,0.005345
80.46046,0.079709,0.013210,0.032250,0.005345
80.46619,0.079790,0.013216,0.032269,0.005345
80.47192,0.079870,0.013221,0.032288,0.005345
80.47765,0.079950,0.013226,0.032308,0.005345
80.48338,0.080029,0.013232,0.032327,0.005345
80.48911,0.080109,0.013237,0.032346,0.005345
80.49484,0.080188,0.013242,0.032365,0.005345
80.50057,0.080266,0.013247,0.032384,0.005345
80.50630,0.080345,0.013252,0.032402,0.005344
80.51203,0.080423,0.013257,0.032421,0.005344
80.51776,0.080501,0.013262,0.032439,0.005344
80.52349,0.080578,0.013267,0.032457,0.005344
80.52922,0.080656,0.013271,0.032476,0.005344
80.53495,0.080733,0.013276,0.032494,0.005343
80.54068,0.080810,0.013281,0.032511,0.005343
80.54641,0.080886,0.013285,0.032529,0.005343
80.55214,0.080962,0.013290,0.032547,0.005343
80.55787,0.081038,0.013294,0.032564,0.005342
80.56360,0.081114,0.013299,0.032582,0.005342
80.56933,0.081190,0.013303,0.032599,0.005341
80.57505,0.081265,0.013308,0.032616,0.005341
80.58078,0.081340,0.013312,0.032633,0.005341
80.58651,0.081414,0.013316,0.032650,0.005340
80.59224,0.081489,0.013320,0.032666,0.005340
80.59797,0.081563,0.013324,0.032683,0.005339
80.60370,0.081636,0.013328,0.032699,0.005339
80.60943,0.081710,0.013332,0.032716,0.005338
80.61516,0.081783,0.013336,0.032732,0.005337
80.62089,0.081856,0.013340,0.032748,0.005337
80.62662,0.081929,0.013344,0.032764,0.005336
80.63235,0.082001,0.013347,0.032780,0.005336
80.63808,0.082073,0.013351,0.032796,0.005335
80.64381,0.082145,0.013354,0.032811,0.005334
80.64954,0.082217,0.013358,0.032827,0.005333
80.65527,0.082288,0.013361,0.032842,0.005333
80.66100,0.082359,0.013365,0.032857,0.005332
80.66673,0.082430,0.013368,0.032872,0.005331
80.67246,0.082500,0.013371,0.032887,0.005330
80.67819,0.082570,0.013375,0.032902,0.005329
80.68392,0.082640,0.013378,0.032917,0.005329
80.68965,0.082710,0.013381,0.032931,0.005328
80.69538,0.082779,0.013384,0.032946,0.005327
80.70111,0.082848,0.013387,0.032960,0.005326
80.70684,0.082917,0.013390,0.032974,0.005325
80.71256,0.082985,0.013393,0.032988,0.005324
80.71829,0.083054,0.013396,0.033002,0.005323
80.72402,0.083122,0.013398,0.033016,0.005322
80.72975,0.083189,0.013401,0.033029,0.005321
80.73548,0.083257,0.013404,0.033043,0.005320
80.74121,0.083324,0.013406,0.033056,0.005319
80.74694,0.083390,0.013409,0.033070,0.005317
80.75267,0.083457,0.013411,0.033083,0.005316
80.75840,0.083523,0.013414,0.033096,0.005315
80.76413,0.083589,0.013416,0.033109,0.005314
80.76986,0.083655,0.013418,0.033122,0.005313
80.77559,0.083720,0.013421,0.033134,0.005311
80.78132,0.083785,0.013423,0.033147,0.005310
80.78705,0.083850,0.013425,0.033159,0.005309
80.79278,0.083915,0.013427,0.033172,0.005308
80.79851,0.083979,0.013429,0.033184,0.005306
80.80424,0.084043,0.013431,0.033196,0.005305
80.80997,0.084107,0.013433,0.033208,0.005304
80.81570,0.084170,0.013434,0.033220,0.005302
80.82143,0.084233,0.013436,0.033231,0.005301
80.82716,0.084296,0.013438,0.033243,0.005299
80.83289,0.084359,0.013440,0.033254,0.005298
80.83862,0.084421,0.013441,0.033265,0.005296
80.84434,0.084483,0.013443,0.033277,0.005295
80.85007,0.084545,0.013444,0.033288,0.005293
80.85580,0.084606,0.013446,0.033299,0.005292
80.86153,0.084667,0.013447,0.033309,0.005290
80.86726,0.084728,0.013448,0.033320,0.005289
80.87299,0.084789,0.013449,0.033331,0.005287
80.87872,0.084849,0.013451,0.033341,0.005285
80.88445,0.084909,0.013452,0.033351,0.005284
80.89018,0.084969,0.013453,0.033362,0.005282
80.89591,0.085028,0.013454,0.033372,0.005280
80.90164,0.085087,0.013455,0.033382,0.005279
80.90737,0.085146,0.013456,0.033391,0.005277
80.91310,0.085205,0.013457,0.033401,0.005275
80.91883,0.085263,0.013457,0.033411,0.005273
80.92456,0.085321,0.013458,0.033420,0.005272
80.93029,0.085379,0.013459,0.033429,0.005270
80.93602,0.085436,0.013459,0.033439,0.005268
80.94175,0.085494,0.013460,0.033448,0.005266
80.94748,0.085551,0.013461,0.033457,0.005264
80.95321,0.085607,0.013461,0.033466,0.005262
80.95894,0.085663,0.013461,0.033474,0.005260
80.96467,0.085719,0.013462,0.033483,0.005258
80.97040,0.085775,0.013462,0.033491,0.005256
80.97613,0.085831,0.013462,0.033500,0.005254
80.98185,0.085886,0.013462,0.033508,0.005252
80.98758,0.085941,0.013462,0.033516,0.005250
80.99331,0.085995,0.013463,0.033524,0.005248
80.99904,0.086050,0.013463,0.033532,0.005246
81.00477,0.086104,0.013462,0.033540,0.005244
81.01050,0.086157,0.013462,0.033547,0.005242
81.01623,0.086211,0.013462,0.033555,0.005240
81.02196,0.086264,0.013462,0.033562,0.005238
81.02769,0.086317,0.013462,0.033569,0.005235
81.03342,0.086369,0.013461,0.033576,0.005233
81.03915,0.086422,0.013461,0.033583,0.005231
81.04488,0.086474,0.013461,0.033590,0.005229
81.05061,0.086525,0.013460,0.033597,0.005226
81.05634,0.086577,0.013459,0.033604,0.005224
81.06207,0.086628,0.013459,0.033610,0.005222
81.06780,0.086679,0.013458,0.033617,0.005220
81.07353,0.086729,0.013457,0.033623,0.005217
81.07926,0.086779,0.013457,0.033629,0.005215
81.08499,0.086829,0.013456,0.033635,0.005212
81.09072,0.086879,0.013455,0.033641,0.005210
81.09645,0.086929,0.013454,0.033647,0.005208
81.10218,0.086978,0.013453,0.033653,0.005205
81.10791,0.087026,0.013452,0.033658,0.005203
81.11364,0.087075,0.013451,0.033664,0.005200
81.11936,0.087123,0.013450,0.033669,0.005198
81.12509,0.087171,0.013449,0.033674,0.005195
81.13082,0.087219,0.013447,0.033679,0.005193
81.13655,0.087266,0.013446,0.033684,0.005190
81.14228,0.087313,0.013445,0.033689,0.005188
81.14801,0.087360,0.013443,0.033694,0.005185
81.15374,0.087407,0.013442,0.033699,0.005182
81.15947,0.087453,0.013440,0.033703,0.005180
81.16520,0.087499,0.013439,0.033708,0.005177
81.17093,0.087544,0.013437,0.033712,0.005174
81.17666,0.087590,0.013435,0.033716,0.005172
81.18239,0.087635,0.013433,0.033720,0.005169
81.18812,0.087679,0.013432,0.033724,0.005166
81.19385,0.087724,0.013430,0.033728,0.005163
81.19958,0.087768,0.013428,0.033731,0.005161
81.20531,0.087812,0.013426,0.033735,0.005158
81.21104,0.087855,0.013424,0.033738,0.005155
81.21677,0.087899,0.013422,0.033742,0.005152
81.22250,0.087942,0.013420,0.033745,0.005149
81.22823,0.087984,0.013418,0.033748,0.005147
81.23396,0.088027,0.013415,0.033751,0.005144
81.23969,0.088069,0.013413,0.033754,0.005141
81.24542,0.088111,0.013411,0.033757,0.005138
81.25114,0.088152,0.013408,0.033759,0.005135
81.25687,0.088194,0.013406,0.033762,0.005132
81.26260,0.088235,0.013403,0.033764,0.005129
81.26833,0.088275,0.013401,0.033766,0.005126
81.27406,0.088316,0.013398,0.033769,0.005123
81.27979,0.088356,0.013396,0.033771,0.005120
81.28552,0.088396,0.013393,0.033772,0.005117
81.29125,0.088435,0.013390,0.033774,0.005114
81.29698,0.088474,0.013387,0.033776,0.005111
81.30271,0.088513,0.013384,0.033778,0.005108
81.30844,0.088552,0.013382,0.033779,0.005105
81.31417,0.088590,0.013379,0.033780,0.005101
81.31990,0.088628,0.013376,0.033782,0.005098
81.32563,0.088666,0.013372,0.033783,0.005095
81.33136,0.088703,0.013369,0.033784,0.005092
81.33709,0.088740,0.013366,0.033785,0.005089
81.34282,0.088777,0.013363,0.033785,0.005085
81.34855,0.088814,0.013360,0.033786,0.005082
81.35428,0.088850,0.013356,0.033787,0.005079
81.36001,0.088886,0.013353,0.033787,0.005076
81.36574,0.088922,0.013350,0.033787,0.005072
81.37147,0.088957,0.013346,0.033788,0.005069
81.37720,0.088992,0.013343,0.033788,0.005066
81.38293,0.089027,0.013339,0.033788,0.005062
81.38865,0.089062,0.013335,0.033787,0.005059
81.39438,0.089096,0.013332,0.033787,0.005056
81.40011,0.089130,0.013328,0.033787,0.005052
81.40584,0.089163,0.013324,0.033786,0.005049
81.41157,0.089197,0.013320,0.033786,0.005045
81.41730,0.089230,0.013316,0.033785,0.005042
81.42303,0.089262,0.013312,0.033784,0.005039
81.42876,0.089295,0.013308,0.033783,0.005035
81.43449,0.089327,0.013304,0.033782,0.005032
81.44022,0.089359,0.013300,0.033781,0.005028
81.44595,0.089391,0.013296,0.033780,0.005024
81.45168,0.089422,0.013292,0.033778,0.005021
81.45741,0.089453,0.013288,0.033777,0.005017
81.46314,0.089483,0.013283,0.033775,0.005014
81.46887,0.089514,0.013279,0.033774,0.005010
81.47460,0.089544,0.013275,0.033772,0.005007
81.48033,0.089574,0.013270,0.033770,0.005003
81.48606,0.089603,0.013266,0.033768,0.004999
81.49179,0.089632,0.013261,0.033766,0.004996
81.49752,0.089661,0.013257,0.033763,0.004992
81.50325,0.089690,0.013252,0.033761,0.004988
81.50898,0.089718,0.013247,0.033758,0.004985
81.51471,0.089746,0.013243,0.033756,0.004981
81.52044,0.089774,0.013238,0.033753,0.004977
81.52616,0.089802,0.013233,0.033750,0.004973
81.53189,0.089829,0.013228,0.033747,0.004970
81.53762,0.089856,0.013223,0.033744,0.004966
81.54335,0.089882,0.013218,0.033741,0.004962
81.54908,0.089908,0.013213,0.033738,0.004958
81.55481,0.089934,0.013208,0.033734,0.004954
81.56054,0.089960,0.013203,0.033731,0.004950
81.56627,0.089985,0.013198,0.033727,0.004947
81.57200,0.090010,0.013193,0.033723,0.004943
81.57773,0.090035,0.013187,0.033720,0.004939
81.58346,0.090060,0.013182,0.033716,0.004935
81.58919,0.090084,0.013177,0.033712,0.004931
81.59492,0.090108,0.013171,0.033707,0.004927
81.60065,0.090131,0.013166,0.033703,0.004923
81.60638,0.090155,0.013160,0.033699,0.004919
81.61211,0.090178,0.013155,0.033694,0.004915
81.61784,0.090201,0.013149,0.033690,0.004911
81.62357,0.090223,0.013143,0.033685,0.004907
81.62930,0.090245,0.013138,0.033680,0.004903
81.63503,0.090267,0.013132,0.033675,0.004899
81.64076,0.090288,0.013126,0.033670,0.004895
81.64649,0.090310,0.013120,0.033665,0.004891
81.65222,0.090331,0.013114,0.033660,0.004887
81.65794,0.090351,0.013108,0.033654,0.004883
81.66367,0.090372,0.013102,0.033649,0.004879
81.66940,0.090392,0.013096,0.033643,0.004874
81.67513,0.090411,0.013090,0.033638,0.004870
81.68086,0.090431,0.013084,0.033632,0.004866
81.68659,0.090450,0.013078,0.033626,0.004862
81.69232,0.090469,0.013072,0.033620,0.004858
81.69805,0.090488,0.013065,0.033614,0.004854
81.70378,0.090506,0.013059,0.033608,0.004849
81.70951,0.090524,0.013053,0.033601,0.004845
81.71524,0.090541,0.013046,0.033595,0.004841
81.72097,0.090559,0.013040,0.033588,0.004837
81.72670,0.090576,0.013033,0.033582,0.004832
81.73243,0.090593,0.013027,0.033575,0.004828
81.73816,0.090609,0.013020,0.033568,0.004824
81.74389,0.090625,0.013014,0.033561,0.004819
81.74962,0.090641,0.013007,0.033554,0.004815
81.75535,0.090657,0.013000,0.033547,0.004811
81.76108,0.090672,0.012993,0.033540,0.004806
81.76681,0.090687,0.012987,0.033532,0.004802
81.77254,0.090702,0.012980,0.033525,0.004798
81.77827,0.090717,0.012973,0.033517,0.004793
81.78400,0.090731,0.012966,0.033509,0.004789
81.78973,0.090745,0.012959,0.033502,0.004784
81.79545,0.090758,0.012952,0.033494,0.004780
81.80118,0.090771,0.012945,0.033486,0.004775
81.80691,0.090784,0.012938,0.033478,0.004771
81.81264,0.090797,0.012930,0.033469,0.004766
81.81837,0.090809,0.012923,0.033461,0.004762
81.82410,0.090821,0.012916,0.033453,0.004757
81.82983,0.090833,0.012909,0.033444,0.004753
81.83556,0.090845,0.012901,0.033435,0.004748
81.84129,0.090856,0.012894,0.033427,0.004744
81.84702,0.090867,0.012886,0.033418,0.004739
81.85275,0.090877,0.012879,0.033409,0.004735
81.85848,0.090888,0.012871,0.033400,0.004730
81.86421,0.090898,0.012864,0.033391,0.004725
81.86994,0.090907,0.012856,0.033381,0.004721
81.87567,0.090917,0.012848,0.033372,0.004716
81.88140,0.090926,0.012841,0.033363,0.004712
81.88713,0.090935,0.012833,0.033353,0.004707
81.89286,0.090943,0.012825,0.033343,0.004702
81.89859,0.090951,0.012817,0.033333,0.004698
81.90432,0.090959,0.012809,0.033324,0.004693
81.91005,0.090967,0.012802,0.033314,0.004688
81.91578,0.090974,0.012794,0.033304,0.004683
81.92151,0.090981,0.012786,0.033293,0.004679
81.92724,0.090988,0.012778,0.033283,0.004674
81.93296,0.090995,0.012769,0.033273,0.004669
81.93869,0.091001,0.012761,0.033262,0.004664
81.94442,0.091007,0.012753,0.033252,0.004660
81.95015,0.091012,0.012745,0.033241,0.004655
81.95588,0.091017,0.012737,0.033230,0.004650
81.96161,0.091022,0.012728,0.033219,0.004645
81.96734,0.091027,0.012720,0.033208,0.004640
81.97307,0.091031,0.012711,0.033197,0.004636
